SalePrice,GarageCars,KitchenQual,GarageFinish,FireplaceQu,CentralAir,OverallQual,GrLivArea,TotalBsmtSF,Neighborhood,BsmtFinSF1,OverallCond,YearBuilt
11.890676734510874,0.0,0.3333333333333333,0.0,0.2,1.0,0.4444444444444445,0.6668446197936689,0.2081833060556465,0.2272727272727273,0.1920623671155209,0.75,0.7941176470588235
11.573550086786664,0.0,0.3333333333333333,0.0,0.2,0.0,0.3333333333333333,0.4791025676511005,0.0,0.18181818181818185,0.0,0.75,0.7941176470588235
12.013640144985489,0.5,0.6666666666666666,1.0,0.8,1.0,0.6666666666666665,0.4834497839991818,0.21440261865793786,0.6363636363636364,0.004252303330970942,0.5,0.007352941176470587
12.339291489316395,0.5,0.6666666666666666,1.0,0.6000000000000001,1.0,0.6666666666666665,0.6299304512111092,0.1320785597381342,0.4545454545454546,0.07459248759744863,0.625,0.1323529411764706
12.170445467887022,0.5,0.3333333333333333,1.0,0.6000000000000001,1.0,0.5555555555555556,0.552640470862563,0.13731587561374795,0.5909090909090909,0.13447909284195605,0.5,0.029411764705882356
12.404923504275338,0.5,0.6666666666666666,0.6666666666666666,0.6000000000000001,1.0,0.5555555555555556,0.6425532076397964,0.1623567921440262,0.5909090909090909,0.12313961729270023,0.5,0.0661764705882353
11.982616545377665,0.5,0.3333333333333333,0.6666666666666666,0.8,1.0,0.4444444444444445,0.4171124391040273,0.16759410801963995,0.3636363636363637,0.09142452161587526,0.5,0.29411764705882354
11.686878772093667,0.25,0.3333333333333333,0.3333333333333333,0.2,1.0,0.4444444444444445,0.3836569300489421,0.14337152209492635,0.3636363636363637,0.09461374911410347,0.75,0.4191176470588235
11.982929094215965,0.25,0.3333333333333333,0.6666666666666666,0.8,1.0,0.5555555555555556,0.4671475895159283,0.20474631751227496,0.3636363636363637,0.0979801559177888,0.625,0.3088235294117647
11.898187865760873,0.0,0.3333333333333333,0.0,0.2,1.0,0.4444444444444445,0.42801766300538,0.1833060556464812,0.4090909090909091,0.03649893692416726,0.5,0.0
